bits,  st_st0,  st_st1,  st_st10,  st_st11,  st_st12,  st_st13,  st_st14,  st_st15,  st_st16,  st_st17,  st_st18,  st_st19,  st_st1_n,  st_st2,  st_st20,  st_st21,  st_st22,  st_st23,  st_st24,  st_st25,  st_st26,  st_st27,  st_st28,  st_st29,  st_st3,  st_st30,  st_st31,  st_st32,  st_st33,  st_st34,  st_st35,  st_st36,  st_st37,  st_st38,  st_st39,  st_st4,  st_st40,  st_st41,  st_st42,  st_st43,  st_st44,  st_st45,  st_st46,  st_st47,  st_st5,  st_st6,  st_st7,  st_st8,  st_st9, 
 23, 0b10100110011111100000100, 0b10100110111101000100100, 0b01000000111101101100110, 0b11010100110101100001001, 0b01000001101101101100011, 0b01010000111101100001101, 0b01000001101101101001110, 0b11000000111101101001100, 0b11000110111100101000100, 0b11010110111110100000000, 0b10110110111011100000000, 0b11010110111000100101000, 0b10110110011001100100100, 0b10100111111001100000100, 0b01001110111000100101001, 0b11101110010000100101001, 0b11011110110000000101001, 0b11000110011010100101001, 0b11000110111100100101000, 0b11010111111100000001000, 0b11000111111101100000000, 0b11101001111101100000000, 0b00011111111100000001001, 0b11010111111100000000001, 0b11000111111101000000100, 0b01010111011101010001000, 0b11000111011111010000000, 0b11000110010111011010000, 0b11000010010111010011010, 0b11000110010110011011000, 0b11000100011110011110000, 0b11000100011110000110011, 0b11000100011110100111000, 0b11100001101101100010100, 0b11100001111000110010100, 0b11000011111001101000100, 0b10100011111100100010100, 0b11100111111100100000000, 0b11100101011101100000100, 0b11100111001001100000110, 0b01100111001101100100010, 0b01101001101101100100010, 0b10100110111110100100000, 0b10101110111000100100001, 0b11000011110101100000110, 0b11100011101101100000010, 0b10100001111101100000110, 0b11000100111101100000110, 0b11000100111111100001000, 
 22,  65535,  1375997,  4161474,  2817788,  3047410,  3340029,  3637232,  3634933,  3635143,  2586463,  2570237,  2553663,  2162431,  2422781,  2555830,  3596220,  1505214,  2547519,  2617119,  3473183,  2490159,  3013943,  3538223,  2485743,  2420703,  3079951,  3120943,  1048335,  524125,  1309535,  981855,  945151,  3304447,  389111,  520126,  2490263,  913389,  2482157,  2485999,  2567935,  2579711,  2612988,  2390015,  3958527,  2228214,  2478078,  2584566,  3375090,  3309564, 
 22, 0b0000001111111111111111, 0b0101001111111011111101, 0b1111110111111111000010, 0b1010101111111011111100, 0b1011100111111111110010, 0b1100101111011011111101, 0b1101110111111111110000, 0b1101110111011011110101, 0b1101110111011111000111, 0b1001110111011101011111, 0b1001110011011111111101, 0b1001101111011100111111, 0b1000001111111011111111, 0b1001001111011111111101, 0b1001101111111110110110, 0b1101101101111110111100, 0b0101101111011110111110, 0b1001101101111100111111, 0b1001111110111100011111, 0b1101001111111100011111, 0b1001011111111100101111, 0b1011011111110100110111, 0b1101011111110100101111, 0b1001011110110111101111, 0b1001001110111111011111, 0b1011101111111100001111, 0b1011111001111100101111, 0b0011111111111100001111, 0b0001111111111101011101, 0b0100111111101101011111, 0b0011101111101101011111, 0b0011100110101111111111, 0b1100100110101111111111, 0b0001011110111111110111, 0b0001111110111110111110, 0b1001011111111110010111, 0b0011011110111111101101, 0b1001011101111111101101, 0b1001011110111011101111, 0b1001110010111011111111, 0b1001110101110011111111, 0b1001111101111011111100, 0b1001000111011111111111, 0b1111000110011011111111, 0b1000011111111111110110, 0b1001011100111111111110, 0b1001110110111111110110, 0b1100110111111111110010, 0b1100100111111111111100, 
 21,  749714,  221426,  1184885,  796466,  1195045,  798467,  1191011,  143171,  140243,  150482,  162002,  181201,  487648,  258242,  175041,  193472,  152532,  63940,  154068,  446928,  1364208,  53748,  430324,  1224944,  438498,  377297,  508144,  516148,  122997,  254101,  512148,  414612,  399280,  1348834,  1933538,  700641,  1357504,  832194,  1880288,  307427,  1356016,  1344496,  160658,  162466,  430307,  299762,  1347954,  1316209,  1840944, 
 21, 0b010110111000010010010, 0b000110110000011110010, 0b100100001010001110101, 0b011000010011100110010, 0b100100011110000100101, 0b011000010111100000011, 0b100100010110001100011, 0b000100010111101000011, 0b000100010001111010011, 0b000100100101111010010, 0b000100111100011010010, 0b000101100001111010001, 0b001110111000011100000, 0b000111111000011000010, 0b000101010101111000001, 0b000101111001111000000, 0b000100101001111010100, 0b000001111100111000100, 0b000100101100111010100, 0b001101101000111010000, 0b101001101000011110000, 0b000001101000111110100, 0b001101001000011110100, 0b100101011000011110000, 0b001101011000011100010, 0b001011100000111010001, 0b001111100000011110000, 0b001111110000000110100, 0b000011110000001110101, 0b000111110000010010101, 0b001111101000010010100, 0b001100101001110010100, 0b001100001011110110000, 0b101001001010011100010, 0b111011000000011100010, 0b010101011000011100001, 0b101001011011011000000, 0b011001011001011000010, 0b111001011000011100000, 0b001001011000011100011, 0b101001011000011110000, 0b101001000001111110000, 0b000100111001110010010, 0b000100111101010100010, 0b001101001000011100011, 0b001001001001011110010, 0b101001001000101110010, 0b101000001010101110001, 0b111000001011100110000, 
 20,  982911,  917495,  917375,  1048318,  786175,  786429,  393215,  982015,  1044447,  917502,  978943,  786367,  1047549,  1040379,  1036287,  1048443,  1046015,  786399,  1048383,  1048563,  1048527,  655359,  1048303,  458751,  1028095,  1048062,  915455,  1048047,  1046526,  1007615,  1048255,  1048539,  917247,  524223,  786303,  1015803,  1046495,  1048311,  720895,  1046271,  917487,  507903,  1047807,  1047535,  1045503,  785919,  983037,  524271,  1048503, 
 20, 0b11101111111101111111, 0b11011111111111110111, 0b11011111111101111111, 0b11111111111011111110, 0b10111111111011111111, 0b10111111111111111101, 0b01011111111111111111, 0b11101111101111111111, 0b11111110111111011111, 0b11011111111111111110, 0b11101110111111111111, 0b10111111111110111111, 0b11111111101111111101, 0b11111101111111111011, 0b11111100111111111111, 0b11111111111101111011, 0b11111111010111111111, 0b10111111111111011111, 0b11111111111100111111, 0b11111111111111110011, 0b11111111111111001111, 0b10011111111111111111, 0b11111111111011101111, 0b01101111111111111111, 0b11111010111111111111, 0b11111111110111111110, 0b11011111011111111111, 0b11111111110111101111, 0b11111111011111111110, 0b11110101111111111111, 0b11111111111010111111, 0b11111111111111011011, 0b11011111111011111111, 0b01111111111110111111, 0b10111111111101111111, 0b11110111111111111011, 0b11111111011111011111, 0b11111111111011110111, 0b10101111111111111111, 0b11111111011011111111, 0b11011111111111101111, 0b01111011111111111111, 0b11111111110011111111, 0b11111111101111101111, 0b11111111001111111111, 0b10111111110111111111, 0b11101111111111111101, 0b01111111111111101111, 0b11111111111110110111, 
 19,  460810,  338440,  393952,  475169,  459336,  401449,  442888,  156200,  141857,  206896,  206977,  206352,  342272,  501760,  202368,  71456,  198528,  72976,  206096,  10064,  18368,  50945,  132696,  151104,  248832,  8944,  26256,  19120,  2980,  136096,  197296,  262896,  131313,  3846,  68386,  199686,  134418,  151042,  52992,  12160,  76480,  338434,  395320,  265008,  132870,  141830,  139654,  131554,  213216, 
 19, 0b1110000100000001010, 0b1010010101000001000, 0b1100000001011100000, 0b1110100000000100001, 0b1110000001001001000, 0b1100010000000101001, 0b1101100001000001000, 0b0100110001000101000, 0b0100010101000100001, 0b0110010100000110000, 0b0110010100010000001, 0b0110010011000010000, 0b1010011100100000000, 0b1111010100000000000, 0b0110001011010000000, 0b0010001011100100000, 0b0110000011110000000, 0b0010001110100010000, 0b0110010010100010000, 0b0000010011101010000, 0b0000100011111000000, 0b0001100011100000001, 0b0100000011001011000, 0b0100100111001000000, 0b0111100110000000000, 0b0000010001011110000, 0b0000110011010010000, 0b0000100101010110000, 0b0000000101110100100, 0b0100001001110100000, 0b0110000001010110000, 0b1000000001011110000, 0b0100000000011110001, 0b0000000111100000110, 0b0010000101100100010, 0b0110000110000000110, 0b0100000110100010010, 0b0100100111000000010, 0b0001100111100000000, 0b0000010111110000000, 0b0010010101011000000, 0b1010010101000000010, 0b1100000100000111000, 0b1000000101100110000, 0b0100000011100000110, 0b0100010101000000110, 0b0100010000110000110, 0b0100000000111100010, 0b0110100000011100000, 
 18,  251144,  236680,  120970,  56582,  84378,  119822,  115994,  50447,  165643,  53002,  122120,  36675,  203880,  232744,  15939,  16137,  28419,  113416,  46858,  42787,  42856,  10076,  34575,  165708,  167196,  104225,  108322,  63264,  177921,  81665,  48898,  63296,  122176,  107860,  58453,  183318,  100820,  100180,  34172,  99661,  229469,  98654,  189706,  156554,  138518,  36182,  44434,  113794,  89474, 
 18, 0b111101010100001000, 0b111001110010001000, 0b011101100010001010, 0b001101110100000110, 0b010100100110011010, 0b011101010000001110, 0b011100010100011010, 0b001100010100001111, 0b101000011100001011, 0b001100111100001010, 0b011101110100001000, 0b001000111101000011, 0b110001110001101000, 0b111000110100101000, 0b000011111001000011, 0b000011111100001001, 0b000110111100000011, 0b011011101100001000, 0b001011011100001010, 0b001010011100100011, 0b001010011101101000, 0b000010011101011100, 0b001000011100001111, 0b101000011101001100, 0b101000110100011100, 0b011001011100100001, 0b011010011100100010, 0b001111011100100000, 0b101011011100000001, 0b010011111100000001, 0b001011111100000010, 0b001111011101000000, 0b011101110101000000, 0b011010010101010100, 0b001110010001010101, 0b101100110000010110, 0b011000100111010100, 0b011000011101010100, 0b001000010101111100, 0b011000010101001101, 0b111000000001011101, 0b011000000101011110, 0b101110010100001010, 0b100110001110001010, 0b100001110100010110, 0b001000110101010110, 0b001010110110010010, 0b011011110010000010, 0b010101110110000010, 
 17,  82638,  84636,  83245,  3502,  71053,  2526,  115085,  67997,  75919,  90311,  84677,  27077,  118416,  115412,  31121,  29123,  24999,  94660,  90356,  94405,  30148,  54469,  71885,  71116,  83164,  31937,  29861,  91333,  91473,  83161,  85697,  85190,  105542,  13036,  45261,  83397,  8911,  9180,  26316,  27352,  25243,  8939,  75982,  76498,  17900,  10216,  30504,  71468,  72750, 
 17, 0b10100001011001110, 0b10100101010011100, 0b10100010100101101, 0b00000110110101110, 0b10001010110001101, 0b00000100111011110, 0b11100000110001101, 0b10000100110011101, 0b10010100010001111, 0b10110000011000111, 0b10100101011000101, 0b00110100111000101, 0b11100111010010000, 0b11100001011010100, 0b00111100110010001, 0b00111000111000011, 0b00110000110100111, 0b10111000111000100, 0b10110000011110100, 0b10111000011000101, 0b00111010111000100, 0b01101010011000101, 0b10001100011001101, 0b10001010111001100, 0b10100010011011100, 0b00111110011000001, 0b00111010010100101, 0b10110010011000101, 0b10110010101010001, 0b10100010011011001, 0b10100111011000001, 0b10100110011000110, 0b11001110001000110, 0b00011001011101100, 0b01011000011001101, 0b10100010111000101, 0b00010001011001111, 0b00010001111011100, 0b00110011011001100, 0b00110101011011000, 0b00110001010011011, 0b00010001011101011, 0b10010100011001110, 0b10010101011010010, 0b00100010111101100, 0b00010011111101000, 0b00111011100101000, 0b10001011100101100, 0b10001110000101110, 
 16,  31489,  19269,  14483,  28096,  15512,  10693,  12697,  12756,  2518,  3042,  18883,  3875,  52160,  7105,  20289,  52609,  50977,  18835,  16867,  25379,  41267,  9779,  14113,  45603,  37793,  41766,  41022,  12347,  14890,  23051,  47115,  46087,  27655,  61459,  28687,  62112,  61825,  37297,  37427,  823,  37681,  38289,  11169,  3044,  54688,  61840,  60560,  15760,  27796, 
 16, 0b0111101100000001, 0b0100101101000101, 0b0011100010010011, 0b0110110111000000, 0b0011110010011000, 0b0010100111000101, 0b0011000110011001, 0b0011000111010100, 0b0000100111010110, 0b0000101111100010, 0b0100100111000011, 0b0000111100100011, 0b1100101111000000, 0b0001101111000001, 0b0100111101000001, 0b1100110110000001, 0b1100011100100001, 0b0100100110010011, 0b0100000111100011, 0b0110001100100011, 0b1010000100110011, 0b0010011000110011, 0b0011011100100001, 0b1011001000100011, 0b1001001110100001, 0b1010001100100110, 0b1010000000111110, 0b0011000000111011, 0b0011101000101010, 0b0101101000001011, 0b1011100000001011, 0b1011010000000111, 0b0110110000000111, 0b1111000000010011, 0b0111000000001111, 0b1111001010100000, 0b1111000110000001, 0b1001000110110001, 0b1001001000110011, 0b0000001100110111, 0b1001001100110001, 0b1001010110010001, 0b0010101110100001, 0b0000101111100100, 0b1101010110100000, 0b1111000110010000, 0b1110110010010000, 0b0011110110010000, 0b0110110010010100, 
 15,  12328,  9264,  2720,  8964,  657,  10754,  3585,  1542,  1856,  21248,  5664,  20483,  5264,  4208,  531,  660,  4241,  8864,  25104,  8211,  10273,  8482,  9730,  8721,  8289,  24585,  43,  2313,  780,  8962,  263,  3330,  3120,  17488,  16944,  8356,  18450,  2146,  10320,  2656,  21056,  25664,  14848,  2563,  418,  16578,  178,  3216,  3840, 
 15, 0b011000000101000, 0b010010000110000, 0b000101010100000, 0b010001100000100, 0b000001010010001, 0b010101000000010, 0b000111000000001, 0b000011000000110, 0b000011101000000, 0b101001100000000, 0b001011000100000, 0b101000000000011, 0b001010010010000, 0b001000001110000, 0b000001000010011, 0b000001010010100, 0b001000010010001, 0b010001010100000, 0b110001000010000, 0b010000000010011, 0b010100000100001, 0b010000100100010, 0b010011000000010, 0b010001000010001, 0b010000001100001, 0b110000000001001, 0b000000000101011, 0b000100100001001, 0b000001100001100, 0b010001100000010, 0b000000100000111, 0b000110100000010, 0b000110000110000, 0b100010001010000, 0b100001000110000, 0b010000010100100, 0b100100000010010, 0b000100001100010, 0b010100001010000, 0b000101001100000, 0b101001001000000, 0b110010001000000, 0b011101000000000, 0b000101000000011, 0b000000110100010, 0b100000011000010, 0b000000010110010, 0b000110010010000, 0b000111100000000, 
 14,  151,  3220,  4153,  12848,  5656,  752,  1177,  2264,  241,  61,  9272,  8219,  220,  1178,  8497,  10321,  8777,  8849,  601,  79,  398,  4483,  62,  2220,  3248,  397,  2332,  10392,  12376,  12307,  8369,  944,  1202,  2280,  227,  3968,  1130,  314,  188,  122,  31,  2574,  115,  1171,  2721,  2616,  4280,  4150,  7216, 
 14, 0b00000010010111, 0b00110010010100, 0b01000000111001, 0b11001000110000, 0b01011000011000, 0b00001011110000, 0b00010010011001, 0b00100011011000, 0b00000011110001, 0b00000000111101, 0b10010000111000, 0b10000000011011, 0b00000011011100, 0b00010010011010, 0b10000100110001, 0b10100001010001, 0b10001001001001, 0b10001010010001, 0b00001001011001, 0b00000001001111, 0b00000110001110, 0b01000110000011, 0b00000000111110, 0b00100010101100, 0b00110010110000, 0b00000110001101, 0b00100100011100, 0b10100010011000, 0b11000001011000, 0b11000000010011, 0b10000010110001, 0b00001110110000, 0b00010010110010, 0b00100011101000, 0b00000011100011, 0b00111110000000, 0b00010001101010, 0b00000100111010, 0b00000010111100, 0b00000001111010, 0b00000000011111, 0b00101000001110, 0b00000001110011, 0b00010010010011, 0b00101010100001, 0b00101000111000, 0b01000010111000, 0b01000000110110, 0b01110000110000, 
 13,  4328,  6440,  824,  2356,  3376,  2597,  2330,  2348,  6920,  6466,  6220,  6412,  2108,  4141,  7178,  7216,  7304,  2106,  6282,  6217,  3097,  1564,  6277,  2093,  555,  4305,  4153,  7201,  5920,  4396,  5162,  1081,  4377,  2101,  301,  4363,  2257,  227,  3107,  1826,  5379,  4374,  2528,  2371,  4422,  87,  789,  2828,  1308, 
 13, 0b1000011101000, 0b1100100101000, 0b0001100111000, 0b0100100110100, 0b0110100110000, 0b0101000100101, 0b0100100011010, 0b0100100101100, 0b1101100001000, 0b1100101000010, 0b1100001001100, 0b1100100001100, 0b0100000111100, 0b1000000101101, 0b1110000001010, 0b1110000110000, 0b1110010001000, 0b0100000111010, 0b1100010001010, 0b1100001001001, 0b0110000011001, 0b0011000011100, 0b1100010000101, 0b0100000101101, 0b0001000101011, 0b1000011010001, 0b1000000111001, 0b1110000100001, 0b1011100100000, 0b1000100101100, 0b1010000101010, 0b0010000111001, 0b1000100011001, 0b0100000110101, 0b0000100101101, 0b1000100001011, 0b0100011010001, 0b0000011100011, 0b0110000100011, 0b0011100100010, 0b1010100000011, 0b1000100010110, 0b0100111100000, 0b0100101000011, 0b1000101000110, 0b0000001010111, 0b0001100010101, 0b0101100001100, 0b0010100011100, 
 12,  1289,  169,  1186,  228,  2720,  210,  2248,  225,  1409,  1304,  89,  780,  149,  408,  3592,  3078,  3840,  1074,  30,  344,  424,  178,  29,  792,  2704,  212,  688,  649,  771,  2824,  456,  240,  356,  2338,  163,  2625,  3108,  3330,  3232,  2848,  2632,  3152,  1224,  1345,  2376,  3112,  3204,  3082,  106, 
 12, 0b010100001001, 0b000010101001, 0b010010100010, 0b000011100100, 0b101010100000, 0b000011010010, 0b100011001000, 0b000011100001, 0b010110000001, 0b010100011000, 0b000001011001, 0b001100001100, 0b000010010101, 0b000110011000, 0b111000001000, 0b110000000110, 0b111100000000, 0b010000110010, 0b000000011110, 0b000101011000, 0b000110101000, 0b000010110010, 0b000000011101, 0b001100011000, 0b101010010000, 0b000011010100, 0b001010110000, 0b001010001001, 0b001100000011, 0b101100001000, 0b000111001000, 0b000011110000, 0b000101100100, 0b100100100010, 0b000010100011, 0b101001000001, 0b110000100100, 0b110100000010, 0b110010100000, 0b101100100000, 0b101001001000, 0b110001010000, 0b010011001000, 0b010101000001, 0b100101001000, 0b110000101000, 0b110010000100, 0b110000001010, 0b000001101010, 
 11,  23,  1073,  568,  1539,  45,  1560,  78,  156,  1157,  1796,  1545,  1554,  1050,  1556,  792,  1794,  282,  1304,  778,  30,  51,  368,  1298,  337,  624,  77,  277,  147,  450,  332,  408,  278,  519,  612,  705,  1076,  180,  305,  673,  209,  99,  594,  308,  212,  306,  688,  1808,  801,  562, 
 11, 0b00000010111, 0b10000110001, 0b01000111000, 0b11000000011, 0b00000101101, 0b11000011000, 0b00001001110, 0b00010011100, 0b10010000101, 0b11100000100, 0b11000001001, 0b11000010010, 0b10000011010, 0b11000010100, 0b01100011000, 0b11100000010, 0b00100011010, 0b10100011000, 0b01100001010, 0b00000011110, 0b00000110011, 0b00101110000, 0b10100010010, 0b00101010001, 0b01001110000, 0b00001001101, 0b00100010101, 0b00010010011, 0b00111000010, 0b00101001100, 0b00110011000, 0b00100010110, 0b01000000111, 0b01001100100, 0b01011000001, 0b10000110100, 0b00010110100, 0b00100110001, 0b01010100001, 0b00011010001, 0b00001100011, 0b01001010010, 0b00100110100, 0b00011010100, 0b00100110010, 0b01010110000, 0b11100010000, 0b01100100001, 0b01000110010, 
 10,  396,  777,  83,  210,  102,  786,  105,  354,  178,  116,  305,  39,  417,  298,  804,  263,  27,  43,  165,  390,  432,  169,  401,  284,  293,  778,  297,  139,  652,  202,  323,  706,  142,  149,  340,  29,  113,  92,  337,  387,  330,  353,  45,  389,  201,  281,  538,  610,  75, 
 10, 0b0110001100, 0b1100001001, 0b0001010011, 0b0011010010, 0b0001100110, 0b1100010010, 0b0001101001, 0b0101100010, 0b0010110010, 0b0001110100, 0b0100110001, 0b0000100111, 0b0110100001, 0b0100101010, 0b1100100100, 0b0100000111, 0b0000011011, 0b0000101011, 0b0010100101, 0b0110000110, 0b0110110000, 0b0010101001, 0b0110010001, 0b0100011100, 0b0100100101, 0b1100001010, 0b0100101001, 0b0010001011, 0b1010001100, 0b0011001010, 0b0101000011, 0b1011000010, 0b0010001110, 0b0010010101, 0b0101010100, 0b0000011101, 0b0001110001, 0b0001011100, 0b0101010001, 0b0110000011, 0b0101001010, 0b0101100001, 0b0000101101, 0b0110000101, 0b0011001001, 0b0100011001, 0b1000011010, 0b1001100010, 0b0001001011, 
 9,  249,  485,  335,  222,  119,  125,  219,  287,  215,  359,  350,  63,  473,  490,  231,  467,  349,  476,  437,  442,  429,  238,  413,  315,  380,  497,  252,  159,  430,  246,  235,  399,  435,  126,  371,  343,  189,  311,  486,  427,  183,  221,  175,  365,  498,  444,  187,  317,  469, 
 9, 0b011111001, 0b111100101, 0b101001111, 0b011011110, 0b001110111, 0b001111101, 0b011011011, 0b100011111, 0b011010111, 0b101100111, 0b101011110, 0b000111111, 0b111011001, 0b111101010, 0b011100111, 0b111010011, 0b101011101, 0b111011100, 0b110110101, 0b110111010, 0b110101101, 0b011101110, 0b110011101, 0b100111011, 0b101111100, 0b111110001, 0b011111100, 0b010011111, 0b110101110, 0b011110110, 0b011101011, 0b110001111, 0b110110011, 0b001111110, 0b101110011, 0b101010111, 0b010111101, 0b100110111, 0b111100110, 0b110101011, 0b010110111, 0b011011101, 0b010101111, 0b101101101, 0b111110010, 0b110111100, 0b010111011, 0b100111101, 0b111010101, 
 8,  113,  45,  141,  172,  101,  197,  83,  39,  86,  29,  71,  177,  228,  54,  58,  99,  210,  139,  165,  156,  90,  43,  46,  184,  27,  147,  142,  149,  163,  153,  30,  114,  53,  154,  92,  170,  209,  150,  195,  169,  202,  212,  75,  198,  51,  60,  23,  57,  225, 
 8, 0b01110001, 0b00101101, 0b10001101, 0b10101100, 0b01100101, 0b11000101, 0b01010011, 0b00100111, 0b01010110, 0b00011101, 0b01000111, 0b10110001, 0b11100100, 0b00110110, 0b00111010, 0b01100011, 0b11010010, 0b10001011, 0b10100101, 0b10011100, 0b01011010, 0b00101011, 0b00101110, 0b10111000, 0b00011011, 0b10010011, 0b10001110, 0b10010101, 0b10100011, 0b10011001, 0b00011110, 0b01110010, 0b00110101, 0b10011010, 0b01011100, 0b10101010, 0b11010001, 0b10010110, 0b11000011, 0b10101001, 0b11001010, 0b11010100, 0b01001011, 0b11000110, 0b00110011, 0b00111100, 0b00010111, 0b00111001, 0b11100001, 
